periodo_denuncia,anio_denuncia,fecha_descarga,distrito_fiscal,especialidad,tipo_caso,generico,subgenerico,articulo,des_articulo,cantidad,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,CONTRA SIMBOLOS Y VALORES DE LA PATRIA,345,"Actos de menosprecio contra los símbolos, próceres o héroes patrios",1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",130,Injuria,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",131,Calumnia,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",132,Difamación,13,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,"ACAPARAMIENTO, ESPECULACION, ADULTERACION",235,Adulteración,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DESEMPEÑO DE ACTIVIDADES NO AUTORIZADAS,243-C,Funcionamiento ilegal de juegos de casino y máquinas tragamonedas,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,247,Financiamiento por medio de información fraudulenta,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,252,Fabricación y falsificación de moneda de curso legal,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,254,Tráfico de moneda falsa,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-A,Hurto de ganado,25,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-B,Hurto de uso de ganado,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,190,Apropiación ilícita común,75,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,191,Sustracción de bien propio,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,192,Apropiación irregular,14,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,510,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206,Formas agravadas,69,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206-A,Abandono y actos de crueldad contra animales domésticos y silvestres,20,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196,Estafa,392,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196-A,Estafa agravada,34,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,197,Casos de defraudación,18,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,200,Extorsión.,97,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,201,Chantaje,10,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,198,Administración fraudulenta,4,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,198-A,Informes de auditoría distorsionados,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,185,Hurto simple,628,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186,Hurto agravado,557,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186-A,Dispositivos para asistir a la decodificación de señales de satélite portadoras de programas,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,187,Hurto de uso,19,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194,Receptación.,67,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,195,Formas agravadas,34,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,188,Robo.,50,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,189,Robo agravado,125,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,202,Usurpación.,316,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,203,Desvío ilegal del curso de las aguas,6,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,204,Formas agravadas de usurpación,99,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376,Abuso de autoridad,111,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376-B,Otorgamiento ilegítimo de derechos sobre inmuebles (abuso de autoridad),3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,377,"Omisión, rehusamiento o demora de actos funcionales (abuso de autoridad)",104,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,378,Denegación o deficiente apoyo policial (abuso de autoridad),1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,17/12/2025
